date,pm25,pm10,co,no2,so2,o3,AQI,tempmax,tempmin,temp,humidity,dew,windspeed,winddir,windgust,precip,cloudcover,visibility,sealevelpressure
2023-01-31,152.0,89.0,6.0,26.0,27.0,41.0,152.0,18.3,12.0,14.7,92.9,13.5,16.6,276.7,37.1,0.0,59.1,0.9,1019.2
2023-02-01,155.0,95.0,6.0,30.0,2.0,58.0,155.0,20.0,10.0,14.2,81.6,10.7,18.4,274.6,41.0,0.0,41.8,1.5,1018.0
2023-02-02,151.0,103.0,8.0,31.0,2.0,65.0,151.0,23.0,9.0,15.6,68.0,8.7,18.4,268.1,36.0,0.0,0.0,2.3,1016.7
2023-02-03,160.0,132.0,7.0,33.0,2.0,64.0,160.0,23.0,9.0,16.1,68.4,9.4,14.8,270.8,24.8,0.0,2.4,2.5,1016.7
2023-02-04,190.0,105.0,7.0,32.0,3.0,62.0,190.0,24.0,12.0,17.3,64.9,9.9,18.4,270.5,26.3,0.0,0.0,2.2,1014.2
2023-02-05,161.0,123.0,11.0,35.0,3.0,41.0,161.0,25.0,12.0,17.6,65.7,10.1,14.8,265.3,22.7,0.0,0.0,2.4,1012.9
2023-02-06,180.0,118.0,6.0,25.0,3.0,43.0,180.0,27.1,13.0,19.9,64.2,11.9,11.1,140.1,17.6,0.0,14.7,2.7,1012.0
2023-02-07,161.0,91.0,7.0,24.0,3.0,64.0,161.0,24.1,13.0,18.4,69.1,11.6,17.4,277.7,33.5,0.0,1.3,2.2,1012.0
2023-02-08,137.0,101.0,7.0,33.0,4.0,52.0,137.0,24.0,11.0,17.1,57.9,8.0,16.6,274.3,23.4,0.0,13.9,2.7,1014.4
2023-02-09,157.0,111.0,6.0,36.0,4.0,39.0,157.0,28.0,12.0,19.5,58.6,9.6,12.9,182.4,23.8,0.0,4.7,2.7,1012.7
2023-02-10,160.0,143.0,7.0,32.0,4.0,67.0,160.0,28.0,14.0,21.1,59.0,11.6,11.1,122.1,31.0,0.0,9.9,3.1,1011.4
2023-02-11,195.0,94.0,5.0,21.0,3.0,46.0,195.0,26.1,16.0,20.3,74.1,15.0,16.6,282.3,37.1,0.0,2.3,1.9,1013.9
2023-02-12,142.0,92.0,5.0,22.0,3.0,37.0,142.0,22.1,12.0,17.2,48.2,5.0,26.5,284.9,43.2,0.0,0.0,2.7,1018.1
2023-02-13,113.0,90.0,5.0,25.0,3.0,41.0,113.0,22.0,9.0,15.3,41.6,1.2,34.5,276.1,51.1,0.0,0.1,3.5,1016.3
2023-02-14,132.0,110.0,6.0,27.0,2.0,44.0,132.0,24.1,11.0,17.0,42.1,2.9,18.8,271.2,51.1,0.0,6.2,3.4,1016.2
2023-02-15,162.0,151.0,10.0,34.0,4.0,42.0,162.0,27.0,11.0,18.4,51.9,7.5,16.6,267.9,36.4,0.0,0.4,3.0,1013.6
2023-02-16,195.0,192.0,12.0,41.0,4.0,46.0,195.0,27.0,14.0,20.1,66.5,13.2,7.6,283.9,18.4,0.0,11.1,2.0,1015.1
2023-02-17,238.0,173.0,8.0,36.0,3.0,68.0,238.0,28.0,16.0,21.4,71.3,15.2,9.4,186.0,13.3,0.0,50.0,1.5,1016.1
2023-02-18,226.0,142.0,7.0,32.0,3.0,59.0,226.0,28.0,15.0,21.0,70.5,14.4,11.2,278.5,12.2,0.0,23.2,1.6,1015.6
2023-02-19,203.0,146.0,8.0,33.0,3.0,37.0,203.0,29.8,15.0,22.0,67.3,14.6,7.6,206.9,9.4,0.0,21.4,2.0,1014.4
2023-02-20,191.0,130.0,6.0,28.0,3.0,45.0,191.0,32.0,17.0,23.8,60.4,13.5,13.0,116.2,34.9,0.0,35.3,2.7,1011.3
2023-02-21,180.0,134.0,7.0,27.0,3.0,40.0,180.0,29.1,17.0,22.9,66.5,15.8,13.0,250.4,33.5,0.0,10.6,2.8,1010.9
2023-02-22,186.0,102.0,5.0,26.0,3.0,32.0,186.0,27.0,16.0,21.0,72.8,15.0,10.1,278.9,32.0,0.0,34.1,3.3,1013.0
2023-02-23,145.0,105.0,7.0,28.0,3.0,44.0,145.0,28.1,15.0,20.9,60.8,11.5,17.1,269.8,35.3,0.0,4.3,2.4,1013.3
2023-02-24,156.0,128.0,10.0,32.0,3.0,52.0,156.0,28.7,14.0,20.9,56.9,10.8,13.0,269.3,19.4,0.0,33.4,2.8,1015.0
2023-02-25,179.0,147.0,9.0,35.0,3.0,97.0,179.0,29.0,15.0,22.0,58.9,12.5,11.0,279.1,16.9,0.0,0.0,2.9,1016.7
2023-02-26,203.0,127.0,7.0,34.0,3.0,73.0,203.0,30.3,17.0,23.5,55.1,12.8,9.4,237.1,14.0,0.0,11.2,2.7,1018.1
2023-02-27,170.0,110.0,7.0,31.0,3.0,31.0,170.0,30.5,18.0,23.5,56.0,13.1,11.2,285.7,16.6,0.0,3.9,2.7,1017.8
2023-02-28,154.0,100.0,10.0,32.0,3.0,25.0,154.0,30.0,18.0,23.0,53.3,11.7,18.4,342.7,37.1,0.0,22.6,2.5,1017.9
2023-03-01,135.0,110.0,7.0,30.0,4.0,26.0,135.0,29.0,19.0,23.6,44.1,10.2,14.8,6.8,37.1,0.392,53.6,3.8,1019.1
2023-03-02,161.0,90.0,6.0,24.0,3.0,43.0,161.0,30.1,18.0,23.8,55.2,13.4,13.0,291.8,22.3,0.0,10.0,2.5,1019.3
2023-03-03,142.0,89.0,9.0,27.0,5.0,71.0,142.0,31.0,17.0,23.6,58.7,13.7,13.0,291.3,29.2,0.0,20.1,2.7,1019.6
2023-03-04,123.0,87.0,8.0,26.0,3.0,83.0,123.0,26.0,19.0,22.4,55.9,12.8,18.4,270.2,33.5,0.0,46.6,2.5,1020.0
2023-03-05,141.0,83.0,7.0,24.0,4.0,55.0,141.0,30.0,18.0,23.6,53.5,12.9,18.2,281.9,31.7,0.0,19.5,3.3,1018.8
2023-03-06,133.0,91.0,10.0,30.0,4.0,63.0,133.0,29.0,17.0,23.2,56.0,12.7,18.4,283.0,23.0,0.0,4.1,2.9,1016.4
2023-03-07,143.0,108.0,9.0,31.0,3.0,156.0,156.0,30.0,17.9,23.6,48.9,10.9,13.0,290.7,19.4,0.0,25.8,3.3,1016.1
2023-03-08,166.0,84.0,8.0,24.0,3.0,73.0,166.0,29.0,18.0,23.6,49.5,11.8,16.4,303.5,9.7,0.0,43.3,2.8,1017.2
2023-03-09,134.0,104.0,9.0,27.0,3.0,74.0,134.0,29.6,20.0,24.3,48.2,12.1,13.0,251.2,18.4,0.0,46.8,3.3,1017.2
2023-03-10,161.0,97.0,10.0,29.0,3.0,83.0,161.0,29.3,18.0,23.7,58.9,14.4,14.8,277.9,17.6,0.0,11.3,2.8,1016.1
2023-03-11,150.0,104.0,9.0,35.0,4.0,85.0,150.0,31.7,18.0,24.6,52.7,12.2,13.0,280.1,15.1,0.0,3.8,3.1,1015.8
2023-03-12,151.0,116.0,10.0,29.0,4.0,82.0,151.0,33.0,18.0,25.7,43.7,11.2,11.2,290.2,15.1,0.0,12.5,2.9,1015.0
2023-03-13,161.0,112.0,9.0,27.0,3.0,76.0,161.0,33.0,20.0,26.1,47.4,13.0,13.0,303.3,20.9,0.0,37.9,3.1,1013.7
2023-03-14,160.0,111.0,12.0,31.0,4.0,84.0,160.0,32.0,20.0,25.9,53.5,14.6,14.8,270.4,22.0,0.0,15.0,3.1,1010.9
2023-03-15,151.0,133.0,9.0,34.0,4.0,67.0,151.0,33.5,20.0,26.5,48.7,13.3,8.8,286.9,15.8,0.0,35.3,3.1,1009.8
2023-03-16,164.0,141.0,11.0,36.0,4.0,69.0,164.0,32.5,22.0,26.6,42.0,11.6,14.8,125.0,34.2,0.0,79.2,2.7,1010.6
2023-03-17,176.0,85.0,9.0,28.0,2.0,19.0,176.0,29.0,20.9,24.4,46.9,12.0,12.8,116.3,37.4,0.0,73.6,3.0,1012.2
2023-03-18,151.0,90.0,9.0,23.0,3.0,56.0,151.0,25.0,18.0,20.5,80.5,16.8,25.2,77.5,33.8,5.956,90.7,2.3,1011.6
2023-03-19,156.0,74.0,8.0,23.0,3.0,36.0,156.0,26.0,17.0,20.6,84.4,17.7,29.2,124.5,16.9,29.362,75.9,2.3,1009.5
2023-03-20,115.0,58.0,9.0,21.0,3.0,53.0,115.0,24.0,16.0,20.0,80.7,16.3,26.0,100.4,44.6,15.868,90.2,2.6,1008.3
2023-03-21,108.0,102.0,10.0,24.0,2.0,61.0,108.0,24.6,16.0,20.0,79.9,16.0,9.3,342.9,18.0,0.0,58.2,2.7,1009.5
2023-03-22,162.0,83.0,8.0,23.0,2.0,42.0,162.0,28.0,17.0,21.2,72.7,15.2,14.8,254.2,19.1,0.0,50.1,2.3,1011.0
2023-03-23,125.0,106.0,12.0,28.0,4.0,26.0,125.0,29.1,17.0,23.5,60.3,14.3,11.2,288.0,20.2,0.0,26.9,3.2,1009.6
2023-03-24,148.0,49.0,8.0,22.0,2.0,32.0,148.0,28.0,18.7,22.2,69.6,16.0,18.4,95.7,26.3,13.912,73.7,2.5,1009.3
2023-03-25,82.0,111.0,8.0,24.0,3.0,40.0,111.0,28.0,17.0,22.9,68.5,16.1,18.2,97.3,26.3,0.0,55.2,3.2,1012.0
2023-03-26,143.0,79.0,7.0,22.0,3.0,49.0,143.0,29.8,19.0,24.4,49.0,11.7,14.8,324.9,21.6,0.0,17.6,3.6,1011.8
2023-03-27,123.0,111.0,8.0,25.0,3.0,47.0,123.0,27.7,18.0,23.0,58.0,13.5,13.0,289.0,24.8,0.0,0.3,3.3,1011.1
2023-03-28,135.0,99.0,9.0,27.0,3.0,68.0,135.0,30.0,18.0,24.4,49.8,12.3,16.6,292.2,20.5,0.0,24.9,3.1,1010.6
2023-03-29,142.0,96.0,9.0,25.0,3.0,51.0,142.0,32.0,20.0,25.2,49.3,13.0,20.5,126.4,38.9,0.589,52.7,2.9,1011.0
2023-03-30,143.0,49.0,8.0,24.0,3.0,33.0,143.0,31.9,18.0,23.8,60.7,14.9,27.7,18.8,46.4,12.088,77.0,2.5,1009.5
2023-03-31,78.0,62.0,7.0,24.0,3.0,52.0,78.0,25.7,18.0,20.8,80.3,16.9,21.8,93.3,33.5,4.11,87.3,2.7,1009.2
2023-04-01,104.0,73.0,9.0,24.0,2.0,89.0,104.0,28.0,17.0,21.1,78.9,16.7,13.0,121.8,23.0,3.978,56.0,2.6,1009.8
2023-04-02,107.0,92.0,14.0,30.0,6.0,48.0,107.0,29.0,17.9,23.5,65.8,15.9,22.8,267.9,31.7,0.0,29.4,3.0,1008.8
2023-04-03,138.0,67.0,8.0,48.0,3.0,43.0,138.0,30.7,20.0,24.9,57.8,15.4,14.8,37.5,46.4,0.0,17.9,2.8,1007.4
2023-04-04,98.0,83.0,8.0,45.0,3.0,57.0,98.0,30.0,20.0,24.7,54.6,14.0,18.4,297.1,28.8,0.352,34.7,3.6,1009.9
2023-04-05,108.0,90.0,7.0,48.0,3.0,48.0,108.0,32.0,19.0,25.4,43.9,10.6,14.8,298.1,23.4,0.0,2.4,3.2,1010.5
2023-04-06,99.0,87.0,7.0,51.0,4.0,45.0,99.0,32.3,20.0,26.2,34.3,8.0,14.8,316.5,31.7,0.0,33.2,3.7,1012.7
2023-04-07,111.0,89.0,8.0,47.0,3.0,62.0,111.0,32.7,21.0,26.4,30.8,5.9,17.1,291.8,34.9,0.0,0.0,3.4,1014.4
2023-04-08,124.0,117.0,10.0,59.0,4.0,60.0,124.0,33.0,19.0,26.6,27.0,4.7,14.8,284.3,22.3,0.0,2.5,3.3,1014.9
2023-04-09,148.0,108.0,9.0,61.0,5.0,111.0,148.0,35.0,20.4,27.7,27.9,5.2,14.8,287.3,19.8,0.0,0.0,3.1,1014.8
2023-04-10,142.0,160.0,11.0,58.0,5.0,60.0,160.0,34.0,20.8,27.5,27.2,5.4,14.8,275.4,33.5,0.0,23.5,3.3,1012.9
2023-04-11,182.0,128.0,8.0,59.0,4.0,44.0,182.0,36.0,22.0,28.7,28.3,7.1,17.9,280.2,35.3,0.0,17.5,3.2,1012.1
2023-04-12,140.0,125.0,8.0,60.0,4.0,42.0,140.0,36.0,24.0,29.9,28.9,8.9,20.9,284.6,39.2,0.0,59.0,3.6,1011.6
2023-04-13,143.0,127.0,8.0,62.0,4.0,44.0,143.0,38.1,23.7,30.8,25.6,7.2,14.8,277.9,26.6,0.0,32.0,5.0,1009.7
2023-04-14,148.0,128.0,9.0,65.0,3.0,51.0,148.0,38.6,24.0,31.3,22.3,5.2,16.6,277.3,28.4,0.0,27.1,3.5,1009.1
2023-04-15,136.0,126.0,10.0,64.0,4.0,33.0,136.0,40.1,25.4,32.6,21.7,6.0,9.4,234.2,34.6,0.0,6.0,3.3,1008.3
2023-04-16,135.0,116.0,9.0,60.0,4.0,45.0,135.0,40.0,24.8,33.0,23.9,8.5,18.1,249.4,37.1,0.0,49.6,4.8,1007.2
2023-04-17,124.0,122.0,9.0,61.0,3.0,33.0,124.0,40.0,26.1,32.9,26.3,9.8,11.0,270.1,17.6,0.0,23.0,3.4,1007.3
2023-04-18,127.0,157.0,7.0,58.0,4.0,44.0,157.0,39.8,26.4,33.3,29.0,11.8,14.8,262.1,29.5,0.0,26.1,3.7,1008.5
2023-04-19,133.0,91.0,7.0,54.0,3.0,40.0,133.0,37.3,25.0,31.4,33.3,12.7,18.4,319.9,46.4,0.0,53.5,3.3,1006.2
2023-04-20,93.0,92.0,7.0,60.0,4.0,44.0,93.0,35.4,25.0,29.2,39.0,13.2,27.7,257.3,55.4,3.923,61.9,3.3,1003.5
2023-04-21,100.0,89.0,7.0,61.0,3.0,54.0,100.0,35.7,23.0,29.2,33.1,9.8,14.8,40.3,28.8,0.0,56.2,3.5,1004.3
2023-04-22,97.0,70.0,6.0,58.0,3.0,45.0,97.0,35.8,24.0,29.6,26.5,6.9,18.4,14.5,39.6,0.0,31.1,3.6,1005.5
2023-04-23,59.0,110.0,8.0,68.0,4.0,66.0,110.0,31.0,24.0,27.1,25.8,5.4,30.7,321.7,46.4,0.0,79.1,3.8,1007.7
2023-04-24,117.0,101.0,8.0,66.0,3.0,80.0,117.0,32.5,22.0,26.8,32.6,8.4,19.7,90.8,33.5,0.0,47.3,3.1,1010.7
2023-04-25,128.0,123.0,9.0,70.0,4.0,99.0,128.0,34.6,21.8,27.8,33.4,9.4,16.6,114.2,38.5,0.0,22.8,3.4,1011.9
2023-04-26,157.0,146.0,8.0,73.0,2.0,65.0,157.0,35.8,23.0,29.5,32.0,10.0,9.4,126.6,20.5,0.0,29.6,3.2,1008.7
2023-04-27,146.0,117.0,9.0,72.0,4.0,69.0,146.0,37.3,24.0,30.0,30.5,9.2,14.8,141.3,46.4,0.1,48.7,3.0,1008.2
2023-04-28,134.0,125.0,8.0,70.0,3.0,44.0,134.0,34.0,24.0,28.2,38.0,12.0,24.5,67.4,29.9,0.0,67.1,5.5,1009.2
2023-04-29,139.0,75.0,7.0,68.0,3.0,51.0,139.0,32.0,24.8,27.9,41.6,13.4,16.5,241.0,27.7,0.0,83.4,2.5,1008.5
2023-04-30,111.0,64.0,11.0,58.0,3.0,15.0,111.0,30.6,22.5,26.0,53.0,15.4,33.5,121.8,40.7,0.007,89.8,5.6,1007.6
2023-05-01,117.0,59.0,8.0,36.0,3.0,29.0,117.0,24.8,20.0,21.7,88.0,19.6,14.8,75.5,25.6,0.699,83.9,2.6,1008.1
2023-05-02,100.0,66.0,8.0,12.0,3.0,6.0,100.0,28.5,21.0,23.5,80.7,19.7,14.8,84.2,26.6,0.1,74.8,3.4,1009.5
2023-05-03,111.0,74.0,9.0,19.0,3.0,73.0,111.0,30.0,20.1,23.0,83.2,19.7,20.2,79.7,46.4,12.396,72.6,2.4,1010.5
2023-05-04,122.0,94.0,8.0,28.0,3.0,61.0,122.0,31.0,19.0,24.9,68.3,17.7,9.4,91.1,21.6,0.0,28.3,2.4,1010.3
2023-05-05,153.0,122.0,8.0,28.0,3.0,39.0,153.0,33.3,22.8,28.2,54.3,17.2,11.2,262.0,19.8,0.0,29.1,3.0,1008.3
2023-05-06,155.0,102.0,7.0,30.0,4.0,44.0,155.0,35.0,23.0,28.9,46.4,15.3,27.7,272.6,46.4,0.0,22.3,3.0,1006.7
2023-05-07,135.0,90.0,8.0,33.0,3.0,32.0,135.0,37.0,24.8,29.8,42.2,14.7,42.3,200.9,55.4,0.675,45.3,3.1,1005.5
2023-05-08,114.0,146.0,9.0,33.0,3.0,53.0,146.0,36.0,23.6,29.4,49.5,16.4,22.5,99.4,29.5,0.0,46.9,3.4,1004.8
2023-05-09,166.0,114.0,8.0,33.0,4.0,52.0,166.0,37.0,23.0,30.5,32.1,8.7,14.8,296.3,28.8,0.0,8.8,2.9,1007.2
2023-05-10,144.0,149.0,10.0,40.0,4.0,58.0,149.0,37.0,23.9,30.6,20.7,4.3,23.3,294.0,35.3,0.0,0.0,3.3,1006.9
2023-05-11,184.0,125.0,10.0,45.0,3.0,53.0,184.0,39.5,24.2,31.6,25.5,7.8,15.5,283.7,24.5,0.0,1.2,4.0,1007.3
2023-05-12,155.0,126.0,9.0,40.0,3.0,82.0,155.0,41.9,25.0,33.5,24.2,7.5,13.0,247.5,21.2,0.0,0.8,3.4,1006.0
2023-05-13,162.0,154.0,9.0,39.0,4.0,49.0,162.0,40.4,26.0,33.9,28.4,11.7,14.8,89.1,48.6,0.0,15.0,3.3,1005.3
2023-05-14,166.0,93.0,7.0,34.0,2.0,42.0,166.0,40.4,29.0,33.8,28.4,12.2,17.4,9.2,45.0,0.0,42.2,2.7,1002.5
2023-05-15,82.0,385.0,7.0,32.0,3.0,36.0,385.0,41.0,27.0,34.1,25.6,10.5,23.0,247.0,35.3,0.0,34.7,3.5,1002.3
2023-05-16,184.0,229.0,7.0,35.0,4.0,28.0,229.0,39.5,28.0,33.6,28.4,12.1,22.3,266.2,53.3,0.0,49.0,2.6,1004.3
2023-05-17,155.0,80.0,7.0,31.0,3.0,55.0,155.0,40.6,29.0,33.4,30.4,13.2,14.8,255.8,31.7,0.0,61.2,2.9,1005.6
2023-05-18,101.0,101.0,7.0,33.0,3.0,47.0,101.0,36.9,24.0,30.0,47.7,17.0,33.5,327.4,51.8,0.416,40.9,3.5,1009.9
2023-05-19,137.0,105.0,9.0,31.0,4.0,47.0,137.0,38.0,25.3,32.3,37.0,14.3,18.4,285.0,35.3,0.0,8.4,4.3,1007.0
2023-05-20,121.0,115.0,11.0,38.0,4.0,40.0,121.0,40.4,27.0,34.0,29.6,12.2,20.1,280.6,34.6,0.0,1.3,3.6,1004.7
2023-05-21,149.0,140.0,8.0,31.0,3.0,25.0,149.0,42.9,28.2,36.2,23.3,10.2,20.5,283.7,35.3,0.0,1.3,3.9,1004.6
2023-05-22,137.0,113.0,5.0,23.0,3.0,23.0,137.0,44.0,31.0,37.7,21.5,11.2,23.8,265.9,55.4,0.0,11.2,5.1,1004.5
2023-05-23,112.0,55.0,7.0,21.0,1.0,22.0,112.0,44.0,32.0,37.1,22.5,11.8,32.1,267.2,50.0,0.0,48.3,3.5,1005.0
2023-05-24,64.0,80.0,7.0,25.0,3.0,47.0,80.0,33.6,26.0,30.0,44.5,16.4,18.7,114.5,54.0,0.0,82.3,3.5,1006.3
2023-05-25,83.0,51.0,8.0,28.0,2.0,44.0,83.0,35.8,22.0,28.8,49.8,16.5,53.3,299.5,66.6,21.56,62.6,4.2,1005.7
2023-05-26,75.0,57.0,10.0,29.0,2.0,32.0,75.0,33.0,23.0,28.3,50.5,16.2,14.8,241.2,33.5,0.0,54.3,4.1,1006.7
2023-05-27,98.0,78.0,9.0,30.0,2.0,41.0,98.0,33.3,20.0,27.5,62.6,19.0,23.2,102.8,59.4,19.174,43.6,5.1,1006.3
2023-05-28,135.0,85.0,9.0,27.0,3.0,30.0,135.0,34.0,26.0,30.1,56.5,20.2,12.8,139.3,29.5,0.3,50.4,4.8,1007.0
2023-05-29,118.0,68.0,8.0,27.0,2.0,29.0,118.0,34.0,23.0,27.1,65.2,19.7,28.1,289.3,49.3,0.958,62.9,3.4,1009.2
2023-05-30,118.0,51.0,8.0,25.0,2.0,28.0,118.0,34.8,22.0,27.3,66.2,19.5,59.4,249.2,64.8,15.418,57.6,2.9,1008.8
2023-05-31,84.0,68.0,7.0,24.0,2.0,35.0,84.0,30.1,22.0,25.1,80.0,21.1,13.0,246.3,29.9,4.763,72.5,2.6,1007.9
2023-06-01,116.0,73.0,7.0,24.0,3.0,45.0,116.0,31.1,22.0,26.1,71.5,20.1,18.4,287.6,37.1,0.2,49.3,2.9,1007.7
2023-06-02,110.0,71.0,8.0,24.0,4.0,44.0,110.0,33.8,23.0,28.6,52.0,17.2,11.2,300.2,27.0,0.0,41.8,4.0,1006.5
2023-06-03,115.0,111.0,8.0,27.0,4.0,71.0,115.0,35.3,25.8,30.5,47.2,17.4,13.0,277.5,16.6,0.0,7.8,3.6,1006.3
2023-06-04,161.0,73.0,8.0,21.0,4.0,59.0,161.0,33.7,25.0,29.7,57.2,20.2,13.0,258.0,40.7,0.262,66.1,2.6,1005.9
2023-06-05,131.0,98.0,7.0,24.0,1.0,63.0,131.0,37.8,26.0,31.9,49.9,19.0,18.4,267.8,23.0,0.0,28.6,3.2,1004.4
2023-06-06,119.0,223.0,8.0,23.0,1.0,49.0,223.0,38.0,24.0,31.5,44.5,17.0,14.8,286.2,37.1,0.009,46.6,3.2,1004.2
2023-06-07,163.0,100.0,9.0,26.0,2.0,37.0,163.0,38.3,26.8,32.6,36.7,14.7,13.0,274.5,34.9,0.0,13.1,3.5,1004.1
2023-06-08,129.0,95.0,7.0,23.0,2.0,40.0,129.0,40.1,28.0,34.3,31.5,14.1,19.1,292.7,37.1,0.0,9.8,3.4,1003.3
2023-06-09,103.0,96.0,7.0,22.0,2.0,34.0,103.0,40.5,29.0,34.0,39.3,17.7,21.5,258.6,35.3,0.0,40.8,3.7,1000.6
2023-06-10,92.0,97.0,7.0,22.0,2.0,46.0,97.0,41.8,29.3,34.5,38.1,17.8,21.3,263.9,40.7,0.0,46.7,3.6,999.0
2023-06-11,123.0,115.0,8.0,22.0,2.0,47.0,123.0,38.0,27.0,32.8,47.5,19.3,23.3,281.1,37.1,0.989,32.3,3.3,1000.0
2023-06-12,150.0,151.0,6.0,20.0,1.0,25.0,151.0,40.1,29.0,35.0,43.3,20.1,27.8,277.7,37.1,0.0,25.4,3.3,998.8
2023-06-13,165.0,143.0,6.0,19.0,2.0,35.0,165.0,41.3,31.9,36.6,37.4,18.9,33.7,268.9,53.6,0.0,6.7,3.0,998.8
2023-06-14,161.0,96.0,7.0,20.0,1.0,34.0,161.0,40.5,30.0,35.3,38.2,18.6,25.7,274.8,51.8,0.0,37.5,3.4,999.8
2023-06-15,129.0,78.0,8.0,20.0,3.0,32.0,129.0,37.0,29.0,33.6,41.9,18.7,27.5,279.0,46.4,0.0,50.0,4.4,1001.2
2023-06-16,113.0,71.0,8.0,20.0,5.0,28.0,113.0,39.0,28.0,32.2,53.6,21.0,21.2,255.3,37.1,14.824,62.1,3.6,1001.2
2023-06-17,57.0,95.0,7.0,20.0,5.0,36.0,95.0,37.1,29.9,32.5,60.2,23.3,13.0,239.4,19.4,1.956,74.4,3.4,1001.3
2023-06-18,54.0,55.0,8.0,18.0,5.0,13.0,55.0,35.0,29.0,31.3,66.3,24.1,18.3,114.9,33.5,3.912,86.7,3.0,1001.1
2023-06-19,40.0,74.0,8.0,20.0,5.0,30.0,74.0,33.4,26.0,28.6,79.7,24.6,16.6,61.8,37.1,7.044,91.5,3.4,1000.1
2023-06-20,64.0,76.0,8.0,20.0,3.0,35.0,76.0,36.0,27.0,31.5,66.3,24.2,19.5,74.4,29.5,3.912,68.6,3.5,1000.0
2023-06-21,60.0,72.0,10.0,20.0,4.0,10.0,72.0,36.0,26.0,30.9,70.8,24.7,15.4,221.4,37.1,0.489,66.7,3.3,1001.1
2023-06-22,60.0,93.0,8.0,19.0,4.0,25.0,93.0,36.3,29.0,32.5,67.0,25.3,13.0,239.4,29.2,0.022,76.2,3.1,1001.1
2023-06-23,75.0,93.0,9.0,21.0,3.0,58.0,93.0,36.7,27.0,32.8,69.7,26.2,14.8,270.3,42.5,40.107,76.7,3.1,1000.8
2023-06-24,81.0,45.0,8.0,18.0,2.0,21.0,81.0,36.3,30.0,32.3,68.5,25.6,17.4,86.9,33.5,0.0,82.1,2.7,1000.2
2023-06-25,46.0,68.0,8.0,19.0,3.0,27.0,68.0,30.0,24.9,26.4,92.7,25.1,29.4,138.6,40.7,37.264,89.9,2.7,1002.3
2023-06-26,57.0,64.0,9.0,19.0,3.0,21.0,64.0,31.4,26.0,28.7,86.3,26.1,13.0,123.7,15.5,7.824,83.8,2.4,1002.4
2023-06-27,53.0,64.0,8.0,18.0,3.0,34.0,64.0,33.9,26.0,29.6,85.6,26.8,14.8,71.4,19.1,0.112,73.7,2.5,1001.3
2023-06-28,49.0,71.0,8.0,18.0,4.0,34.0,71.0,34.3,26.9,29.4,85.0,26.4,22.0,85.2,22.3,13.692,66.0,2.7,1002.3
2023-06-29,66.0,45.0,8.0,18.0,3.0,54.0,66.0,32.7,24.5,28.8,87.0,26.3,19.1,86.4,33.5,21.0,81.0,3.3,1001.7
2023-06-30,35.0,49.0,7.0,18.0,8.0,41.0,49.0,33.0,25.0,28.4,89.0,26.3,14.8,72.0,35.3,3.528,83.0,3.0,1000.1
2023-07-01,41.0,51.0,7.0,18.0,8.0,20.0,51.0,33.0,27.0,29.6,82.2,26.1,11.2,67.9,28.8,0.0,72.7,3.0,1000.8
2023-07-02,52.0,101.0,8.0,19.0,4.0,24.0,101.0,35.3,27.0,30.9,74.9,25.4,9.4,41.8,18.7,0.0,56.3,3.7,1001.4
2023-07-03,146.0,81.0,8.0,25.0,6.0,19.0,146.0,37.1,29.0,32.9,69.2,26.0,9.4,185.8,20.9,0.0,44.5,3.6,1000.8
2023-07-04,119.0,65.0,8.0,22.0,6.0,21.0,119.0,35.8,25.2,30.9,79.5,26.8,27.1,144.3,46.4,13.696,75.5,3.1,999.5
2023-07-05,100.0,50.0,7.0,22.0,4.0,19.0,100.0,33.5,26.0,29.6,87.2,27.1,27.7,78.3,46.4,18.692,83.6,2.6,999.6
2023-07-06,84.0,50.0,8.0,22.0,3.0,13.0,84.0,30.0,26.0,28.3,91.5,26.8,18.7,77.8,33.5,8.846,88.9,2.9,1001.6
2023-07-07,90.0,43.0,8.0,20.0,4.0,17.0,90.0,32.7,27.0,29.6,83.9,26.5,16.6,96.5,42.5,0.0,82.9,3.0,1002.2
2023-07-08,104.0,40.0,7.0,17.0,5.0,7.0,104.0,29.0,26.0,27.3,96.9,26.7,14.8,83.6,38.2,30.31,99.1,2.0,1002.2
2023-07-09,92.0,37.0,9.0,19.0,2.0,5.0,92.0,30.0,26.0,27.0,96.9,26.5,14.6,105.4,36.4,47.782,94.2,2.1,1001.4
2023-07-10,59.0,58.0,8.0,19.0,3.0,17.0,59.0,31.0,26.0,27.5,95.5,26.7,13.0,55.9,37.1,1.154,91.1,2.3,1001.6
2023-07-11,97.0,54.0,8.0,19.0,3.0,58.0,97.0,32.3,26.0,28.5,88.0,26.2,9.4,342.9,19.1,2.934,87.6,3.0,1001.8
2023-07-12,98.0,61.0,7.0,20.0,3.0,24.0,98.0,32.0,27.0,29.3,88.0,27.0,12.9,49.8,20.9,0.315,79.1,2.7,1001.2
2023-07-13,110.0,62.0,7.0,19.5,4.0,17.0,110.0,32.6,27.0,29.6,87.9,27.3,18.2,84.3,27.4,0.044,73.7,2.6,1001.3
2023-07-20,128.0,66.0,7.0,21.0,4.0,10.0,128.0,36.7,29.0,32.8,70.1,26.3,9.4,101.1,20.5,0.0,71.4,3.7,1000.7
