date,pm25,pm10,o3,no2,so2,co,AQI_pm25,AQI_pm10,AQI_o3,AQI_no2,AQI_so2,AQI_co,AQI
14-12-2022,159.0,103.0,33.0,30.0,4.0,7.0,159.0,103.0,33.0,30.0,4.0,7.0,159.0
15-12-2022,163.0,113.0,35.0,33.0,4.0,8.0,163.0,113.0,35.0,33.0,4.0,8.0,163.0
16-12-2022,170.0,161.0,37.0,34.0,4.0,11.0,170.0,161.0,37.0,34.0,4.0,11.0,170.0
17-12-2022,221.0,220.0,34.0,36.0,4.0,11.0,221.0,220.0,34.0,36.0,4.0,11.0,221.0
18-12-2022,296.0,226.0,36.0,34.0,3.0,11.0,296.0,226.0,36.0,34.0,3.0,11.0,296.0
19-12-2022,309.0,181.0,28.0,35.0,3.0,9.0,309.0,181.0,28.0,35.0,3.0,9.0,309.0
20-12-2022,257.0,164.0,14.0,30.0,2.0,8.0,257.0,164.0,14.0,30.0,2.0,8.0,257.0
21-12-2022,228.0,196.0,15.0,31.0,3.0,7.0,228.0,196.0,15.0,31.0,3.0,7.0,228.0
22-12-2022,256.0,180.0,16.0,32.0,3.0,10.0,256.0,180.0,16.0,32.0,3.0,10.0,256.0
23-12-2022,253.0,147.0,20.0,30.0,4.0,6.0,253.0,147.0,20.0,30.0,4.0,6.0,253.0
24-12-2022,216.0,147.0,17.0,28.0,6.0,7.0,216.0,147.0,17.0,28.0,6.0,7.0,216.0
25-12-2022,225.0,168.0,8.0,28.0,4.0,9.0,225.0,168.0,8.0,28.0,4.0,9.0,225.0
26-12-2022,246.0,154.0,19.0,30.0,4.0,8.0,246.0,154.0,19.0,30.0,4.0,8.0,246.0
27-12-2022,241.0,132.0,29.0,31.0,4.0,7.0,241.0,132.0,29.0,31.0,4.0,7.0,241.0
28-12-2022,203.0,167.0,29.0,37.0,4.0,7.0,203.0,167.0,29.0,37.0,4.0,7.0,203.0
29-12-2022,225.0,205.0,19.0,34.0,3.0,9.0,225.0,205.0,19.0,34.0,3.0,9.0,225.0
30-12-2022,282.0,147.0,20.0,29.0,4.0,7.0,282.0,147.0,20.0,29.0,4.0,7.0,282.0
31-12-2022,220.0,119.0,30.0,27.0,7.0,8.0,220.0,119.0,30.0,27.0,7.0,8.0,220.0
01-01-2023,185.0,225.0,17.0,31.0,5.0,9.0,185.0,225.0,17.0,31.0,5.0,9.0,225.0
02-01-2023,328.0,194.0,16.0,28.0,4.0,6.0,328.0,194.0,16.0,28.0,4.0,6.0,328.0
03-01-2023,293.0,146.0,13.0,25.0,5.0,6.0,293.0,146.0,13.0,25.0,5.0,6.0,293.0
04-01-2023,234.0,172.0,1.0,26.0,3.0,9.0,234.0,172.0,1.0,26.0,3.0,9.0,234.0
05-01-2023,262.0,267.0,1.0,29.0,2.0,8.0,262.0,267.0,1.0,29.0,2.0,8.0,267.0
06-01-2023,318.0,218.0,16.0,28.0,3.0,9.0,318.0,218.0,16.0,28.0,3.0,9.0,318.0
07-01-2023,267.0,210.0,9.0,34.0,2.0,11.0,267.0,210.0,9.0,34.0,2.0,11.0,267.0
08-01-2023,297.0,354.0,2.0,40.0,3.0,14.0,297.0,354.0,2.0,40.0,3.0,14.0,354.0
09-01-2023,414.0,207.0,7.0,31.0,2.0,11.0,414.0,207.0,7.0,31.0,2.0,11.0,414.0
10-01-2023,289.0,159.0,7.0,35.0,3.0,7.0,289.0,159.0,7.0,35.0,3.0,7.0,289.0
11-01-2023,232.0,164.0,11.0,34.0,2.0,9.0,232.0,164.0,11.0,34.0,2.0,9.0,232.0
12-01-2023,253.0,170.0,13.0,36.0,2.0,8.0,253.0,170.0,13.0,36.0,2.0,8.0,253.0
13-01-2023,268.0,131.0,21.0,29.0,2.0,6.0,268.0,131.0,21.0,29.0,2.0,6.0,268.0
14-01-2023,216.0,93.0,28.0,27.0,2.0,6.0,216.0,93.0,28.0,27.0,2.0,6.0,216.0
15-01-2023,153.0,123.0,30.0,31.0,4.0,8.0,153.0,123.0,30.0,31.0,4.0,8.0,153.0
16-01-2023,191.0,126.0,38.0,32.0,2.0,8.0,191.0,126.0,38.0,32.0,2.0,8.0,191.0
17-01-2023,197.0,166.0,43.0,36.0,3.0,11.0,197.0,166.0,43.0,36.0,3.0,11.0,197.0
18-01-2023,233.0,201.0,43.0,46.0,6.0,11.0,233.0,201.0,43.0,46.0,6.0,11.0,233.0
19-01-2023,261.0,103.0,30.0,30.0,3.0,5.0,261.0,103.0,30.0,30.0,3.0,5.0,261.0
20-01-2023,163.0,147.0,69.0,32.0,7.0,7.0,163.0,147.0,69.0,32.0,7.0,7.0,163.0
21-01-2023,217.0,157.0,61.0,35.0,5.0,8.0,217.0,157.0,61.0,35.0,5.0,8.0,217.0
22-01-2023,240.0,179.0,48.0,34.0,5.0,11.0,240.0,179.0,48.0,34.0,5.0,11.0,240.0
23-01-2023,211.0,111.0,19.0,30.0,7.0,7.0,211.0,111.0,19.0,30.0,7.0,7.0,211.0
24-01-2023,166.0,102.0,15.0,27.0,3.0,7.0,166.0,102.0,15.0,27.0,3.0,7.0,166.0
25-01-2023,174.0,122.0,25.0,25.0,3.0,6.0,174.0,122.0,25.0,25.0,3.0,6.0,174.0
26-01-2023,202.0,94.0,71.0,25.0,19.0,5.0,202.0,94.0,71.0,25.0,19.0,5.0,202.0
27-01-2023,164.0,113.0,86.0,31.0,65.0,7.0,164.0,113.0,86.0,31.0,65.0,7.0,164.0
28-01-2023,177.0,136.0,10.0,36.0,51.0,9.0,177.0,136.0,10.0,36.0,51.0,9.0,177.0
29-01-2023,221.0,70.0,15.0,29.0,56.0,7.0,221.0,70.0,15.0,29.0,56.0,7.0,221.0
30-01-2023,141.0,77.0,26.0,23.0,45.0,6.0,141.0,77.0,26.0,23.0,45.0,6.0,141.0
31-01-2023,152.0,89.0,41.0,26.0,27.0,6.0,152.0,89.0,41.0,26.0,27.0,6.0,152.0
01-02-2023,155.0,95.0,58.0,30.0,2.0,6.0,155.0,95.0,58.0,30.0,2.0,6.0,155.0
02-02-2023,151.0,103.0,65.0,31.0,2.0,8.0,151.0,103.0,65.0,31.0,2.0,8.0,151.0
03-02-2023,160.0,132.0,64.0,33.0,2.0,7.0,160.0,132.0,64.0,33.0,2.0,7.0,160.0
04-02-2023,190.0,105.0,62.0,32.0,3.0,7.0,190.0,105.0,62.0,32.0,3.0,7.0,190.0
05-02-2023,161.0,123.0,41.0,35.0,3.0,11.0,161.0,123.0,41.0,35.0,3.0,11.0,161.0
06-02-2023,180.0,118.0,43.0,25.0,3.0,6.0,180.0,118.0,43.0,25.0,3.0,6.0,180.0
07-02-2023,161.0,91.0,64.0,24.0,3.0,7.0,161.0,91.0,64.0,24.0,3.0,7.0,161.0
08-02-2023,137.0,101.0,52.0,33.0,4.0,7.0,137.0,101.0,52.0,33.0,4.0,7.0,137.0
09-02-2023,157.0,111.0,39.0,36.0,4.0,6.0,157.0,111.0,39.0,36.0,4.0,6.0,157.0
10-02-2023,160.0,143.0,67.0,32.0,4.0,7.0,160.0,143.0,67.0,32.0,4.0,7.0,160.0
11-02-2023,195.0,94.0,46.0,21.0,3.0,5.0,195.0,94.0,46.0,21.0,3.0,5.0,195.0
12-02-2023,142.0,92.0,37.0,22.0,3.0,5.0,142.0,92.0,37.0,22.0,3.0,5.0,142.0
13-02-2023,113.0,90.0,41.0,25.0,3.0,5.0,113.0,90.0,41.0,25.0,3.0,5.0,113.0
14-02-2023,132.0,110.0,44.0,27.0,2.0,6.0,132.0,110.0,44.0,27.0,2.0,6.0,132.0
15-02-2023,162.0,151.0,42.0,34.0,4.0,10.0,162.0,151.0,42.0,34.0,4.0,10.0,162.0
16-02-2023,195.0,192.0,46.0,41.0,4.0,12.0,195.0,192.0,46.0,41.0,4.0,12.0,195.0
17-02-2023,238.0,173.0,68.0,36.0,3.0,8.0,238.0,173.0,68.0,36.0,3.0,8.0,238.0
18-02-2023,226.0,142.0,59.0,32.0,3.0,7.0,226.0,142.0,59.0,32.0,3.0,7.0,226.0
19-02-2023,203.0,146.0,37.0,33.0,3.0,8.0,203.0,146.0,37.0,33.0,3.0,8.0,203.0
20-02-2023,191.0,130.0,45.0,28.0,3.0,6.0,191.0,130.0,45.0,28.0,3.0,6.0,191.0
21-02-2023,180.0,134.0,40.0,27.0,3.0,7.0,180.0,134.0,40.0,27.0,3.0,7.0,180.0
22-02-2023,186.0,102.0,32.0,26.0,3.0,5.0,186.0,102.0,32.0,26.0,3.0,5.0,186.0
23-02-2023,145.0,105.0,44.0,28.0,3.0,7.0,145.0,105.0,44.0,28.0,3.0,7.0,145.0
24-02-2023,156.0,128.0,52.0,32.0,3.0,10.0,156.0,128.0,52.0,32.0,3.0,10.0,156.0
25-02-2023,179.0,147.0,97.0,35.0,3.0,9.0,179.0,147.0,97.0,35.0,3.0,9.0,179.0
26-02-2023,203.0,127.0,73.0,34.0,3.0,7.0,203.0,127.0,73.0,34.0,3.0,7.0,203.0
27-02-2023,170.0,110.0,31.0,31.0,3.0,7.0,170.0,110.0,31.0,31.0,3.0,7.0,170.0
28-02-2023,154.0,100.0,25.0,32.0,3.0,10.0,154.0,100.0,25.0,32.0,3.0,10.0,154.0
01-03-2023,135.0,110.0,26.0,30.0,4.0,7.0,135.0,110.0,26.0,30.0,4.0,7.0,135.0
02-03-2023,161.0,90.0,43.0,24.0,3.0,6.0,161.0,90.0,43.0,24.0,3.0,6.0,161.0
03-03-2023,142.0,89.0,71.0,27.0,5.0,9.0,142.0,89.0,71.0,27.0,5.0,9.0,142.0
04-03-2023,123.0,87.0,83.0,26.0,3.0,8.0,123.0,87.0,83.0,26.0,3.0,8.0,123.0
05-03-2023,141.0,83.0,55.0,24.0,4.0,7.0,141.0,83.0,55.0,24.0,4.0,7.0,141.0
06-03-2023,133.0,91.0,63.0,30.0,4.0,10.0,133.0,91.0,63.0,30.0,4.0,10.0,133.0
07-03-2023,143.0,108.0,156.0,31.0,3.0,9.0,143.0,108.0,156.0,31.0,3.0,9.0,156.0
08-03-2023,166.0,84.0,73.0,24.0,3.0,8.0,166.0,84.0,73.0,24.0,3.0,8.0,166.0
09-03-2023,134.0,104.0,74.0,27.0,3.0,9.0,134.0,104.0,74.0,27.0,3.0,9.0,134.0
10-03-2023,161.0,97.0,83.0,29.0,3.0,10.0,161.0,97.0,83.0,29.0,3.0,10.0,161.0
11-03-2023,150.0,104.0,85.0,35.0,4.0,9.0,150.0,104.0,85.0,35.0,4.0,9.0,150.0
12-03-2023,151.0,116.0,82.0,29.0,4.0,10.0,151.0,116.0,82.0,29.0,4.0,10.0,151.0
13-03-2023,161.0,112.0,76.0,27.0,3.0,9.0,161.0,112.0,76.0,27.0,3.0,9.0,161.0
14-03-2023,160.0,111.0,84.0,31.0,4.0,12.0,160.0,111.0,84.0,31.0,4.0,12.0,160.0
15-03-2023,151.0,133.0,67.0,34.0,4.0,9.0,151.0,133.0,67.0,34.0,4.0,9.0,151.0
16-03-2023,164.0,141.0,69.0,36.0,4.0,11.0,164.0,141.0,69.0,36.0,4.0,11.0,164.0
17-03-2023,176.0,85.0,19.0,28.0,2.0,9.0,176.0,85.0,19.0,28.0,2.0,9.0,176.0
18-03-2023,151.0,90.0,56.0,23.0,3.0,9.0,151.0,90.0,56.0,23.0,3.0,9.0,151.0
19-03-2023,156.0,74.0,36.0,23.0,3.0,8.0,156.0,74.0,36.0,23.0,3.0,8.0,156.0
20-03-2023,115.0,58.0,53.0,21.0,3.0,9.0,115.0,58.0,53.0,21.0,3.0,9.0,115.0
21-03-2023,108.0,102.0,61.0,24.0,2.0,10.0,108.0,102.0,61.0,24.0,2.0,10.0,108.0
22-03-2023,162.0,83.0,42.0,23.0,2.0,8.0,162.0,83.0,42.0,23.0,2.0,8.0,162.0
23-03-2023,125.0,106.0,26.0,28.0,4.0,12.0,125.0,106.0,26.0,28.0,4.0,12.0,125.0
24-03-2023,148.0,49.0,32.0,22.0,2.0,8.0,148.0,49.0,32.0,22.0,2.0,8.0,148.0
25-03-2023,82.0,111.0,40.0,24.0,3.0,8.0,82.0,111.0,40.0,24.0,3.0,8.0,111.0
26-03-2023,143.0,79.0,49.0,22.0,3.0,7.0,143.0,79.0,49.0,22.0,3.0,7.0,143.0
27-03-2023,123.0,111.0,47.0,25.0,3.0,8.0,123.0,111.0,47.0,25.0,3.0,8.0,123.0
28-03-2023,135.0,99.0,68.0,27.0,3.0,9.0,135.0,99.0,68.0,27.0,3.0,9.0,135.0
29-03-2023,142.0,96.0,51.0,25.0,3.0,9.0,142.0,96.0,51.0,25.0,3.0,9.0,142.0
30-03-2023,143.0,49.0,33.0,24.0,3.0,8.0,143.0,49.0,33.0,24.0,3.0,8.0,143.0
31-03-2023,78.0,62.0,52.0,24.0,3.0,7.0,78.0,62.0,52.0,24.0,3.0,7.0,78.0
01-04-2023,104.0,73.0,89.0,24.0,2.0,9.0,104.0,73.0,89.0,24.0,2.0,9.0,104.0
02-04-2023,107.0,92.0,48.0,30.0,6.0,14.0,107.0,92.0,48.0,30.0,6.0,14.0,107.0
03-04-2023,138.0,67.0,43.0,48.0,3.0,8.0,138.0,67.0,43.0,48.0,3.0,8.0,138.0
04-04-2023,98.0,83.0,57.0,45.0,3.0,8.0,98.0,83.0,57.0,45.0,3.0,8.0,98.0
05-04-2023,108.0,90.0,48.0,48.0,3.0,7.0,108.0,90.0,48.0,48.0,3.0,7.0,108.0
06-04-2023,99.0,87.0,45.0,51.0,4.0,7.0,99.0,87.0,45.0,51.0,4.0,7.0,99.0
07-04-2023,111.0,89.0,62.0,47.0,3.0,8.0,111.0,89.0,62.0,47.0,3.0,8.0,111.0
08-04-2023,124.0,117.0,60.0,59.0,4.0,10.0,124.0,117.0,60.0,59.0,4.0,10.0,124.0
09-04-2023,148.0,108.0,111.0,61.0,5.0,9.0,148.0,108.0,111.0,61.0,5.0,9.0,148.0
10-04-2023,142.0,160.0,60.0,58.0,5.0,11.0,142.0,160.0,60.0,58.0,5.0,11.0,160.0
11-04-2023,182.0,128.0,44.0,59.0,4.0,8.0,182.0,128.0,44.0,59.0,4.0,8.0,182.0
12-04-2023,140.0,125.0,42.0,60.0,4.0,8.0,140.0,125.0,42.0,60.0,4.0,8.0,140.0
13-04-2023,143.0,127.0,44.0,62.0,4.0,8.0,143.0,127.0,44.0,62.0,4.0,8.0,143.0
14-04-2023,148.0,128.0,51.0,65.0,3.0,9.0,148.0,128.0,51.0,65.0,3.0,9.0,148.0
15-04-2023,136.0,126.0,33.0,64.0,4.0,10.0,136.0,126.0,33.0,64.0,4.0,10.0,136.0
16-04-2023,135.0,116.0,45.0,60.0,4.0,9.0,135.0,116.0,45.0,60.0,4.0,9.0,135.0
17-04-2023,124.0,122.0,33.0,61.0,3.0,9.0,124.0,122.0,33.0,61.0,3.0,9.0,124.0
18-04-2023,127.0,157.0,44.0,58.0,4.0,7.0,127.0,157.0,44.0,58.0,4.0,7.0,157.0
19-04-2023,133.0,91.0,40.0,54.0,3.0,7.0,133.0,91.0,40.0,54.0,3.0,7.0,133.0
20-04-2023,93.0,92.0,44.0,60.0,4.0,7.0,93.0,92.0,44.0,60.0,4.0,7.0,93.0
21-04-2023,100.0,89.0,54.0,61.0,3.0,7.0,100.0,89.0,54.0,61.0,3.0,7.0,100.0
22-04-2023,97.0,70.0,45.0,58.0,3.0,6.0,97.0,70.0,45.0,58.0,3.0,6.0,97.0
23-04-2023,59.0,110.0,66.0,68.0,4.0,8.0,59.0,110.0,66.0,68.0,4.0,8.0,110.0
24-04-2023,117.0,101.0,80.0,66.0,3.0,8.0,117.0,101.0,80.0,66.0,3.0,8.0,117.0
25-04-2023,128.0,123.0,99.0,70.0,4.0,9.0,128.0,123.0,99.0,70.0,4.0,9.0,128.0
26-04-2023,157.0,146.0,65.0,73.0,2.0,8.0,157.0,146.0,65.0,73.0,2.0,8.0,157.0
27-04-2023,146.0,117.0,69.0,72.0,4.0,9.0,146.0,117.0,69.0,72.0,4.0,9.0,146.0
28-04-2023,134.0,125.0,44.0,70.0,3.0,8.0,134.0,125.0,44.0,70.0,3.0,8.0,134.0
29-04-2023,139.0,75.0,51.0,68.0,3.0,7.0,139.0,75.0,51.0,68.0,3.0,7.0,139.0
30-04-2023,111.0,64.0,15.0,58.0,3.0,11.0,111.0,64.0,15.0,58.0,3.0,11.0,111.0
01-05-2023,117.0,59.0,29.0,36.0,3.0,8.0,117.0,59.0,29.0,36.0,3.0,8.0,117.0
02-05-2023,100.0,66.0,6.0,12.0,3.0,8.0,100.0,66.0,6.0,12.0,3.0,8.0,100.0
03-05-2023,111.0,74.0,73.0,19.0,3.0,9.0,111.0,74.0,73.0,19.0,3.0,9.0,111.0
04-05-2023,122.0,94.0,61.0,28.0,3.0,8.0,122.0,94.0,61.0,28.0,3.0,8.0,122.0
05-05-2023,153.0,122.0,39.0,28.0,3.0,8.0,153.0,122.0,39.0,28.0,3.0,8.0,153.0
06-05-2023,155.0,102.0,44.0,30.0,4.0,7.0,155.0,102.0,44.0,30.0,4.0,7.0,155.0
07-05-2023,135.0,90.0,32.0,33.0,3.0,8.0,135.0,90.0,32.0,33.0,3.0,8.0,135.0
08-05-2023,114.0,146.0,53.0,33.0,3.0,9.0,114.0,146.0,53.0,33.0,3.0,9.0,146.0
09-05-2023,166.0,114.0,52.0,33.0,4.0,8.0,166.0,114.0,52.0,33.0,4.0,8.0,166.0
10-05-2023,144.0,149.0,58.0,40.0,4.0,10.0,144.0,149.0,58.0,40.0,4.0,10.0,149.0
11-05-2023,184.0,125.0,53.0,45.0,3.0,10.0,184.0,125.0,53.0,45.0,3.0,10.0,184.0
12-05-2023,155.0,126.0,82.0,40.0,3.0,9.0,155.0,126.0,82.0,40.0,3.0,9.0,155.0
13-05-2023,162.0,154.0,49.0,39.0,4.0,9.0,162.0,154.0,49.0,39.0,4.0,9.0,162.0
14-05-2023,166.0,93.0,42.0,34.0,2.0,7.0,166.0,93.0,42.0,34.0,2.0,7.0,166.0
15-05-2023,82.0,385.0,36.0,32.0,3.0,7.0,82.0,385.0,36.0,32.0,3.0,7.0,385.0
16-05-2023,184.0,229.0,28.0,35.0,4.0,7.0,184.0,229.0,28.0,35.0,4.0,7.0,229.0
17-05-2023,155.0,80.0,55.0,31.0,3.0,7.0,155.0,80.0,55.0,31.0,3.0,7.0,155.0
18-05-2023,101.0,101.0,47.0,33.0,3.0,7.0,101.0,101.0,47.0,33.0,3.0,7.0,101.0
19-05-2023,137.0,105.0,47.0,31.0,4.0,9.0,137.0,105.0,47.0,31.0,4.0,9.0,137.0
20-05-2023,121.0,115.0,40.0,38.0,4.0,11.0,121.0,115.0,40.0,38.0,4.0,11.0,121.0
21-05-2023,149.0,140.0,25.0,31.0,3.0,8.0,149.0,140.0,25.0,31.0,3.0,8.0,149.0
22-05-2023,137.0,113.0,23.0,23.0,3.0,5.0,137.0,113.0,23.0,23.0,3.0,5.0,137.0
23-05-2023,112.0,55.0,22.0,21.0,1.0,7.0,112.0,55.0,22.0,21.0,1.0,7.0,112.0
24-05-2023,64.0,80.0,47.0,25.0,3.0,7.0,64.0,80.0,47.0,25.0,3.0,7.0,80.0
25-05-2023,83.0,51.0,44.0,28.0,2.0,8.0,83.0,51.0,44.0,28.0,2.0,8.0,83.0
26-05-2023,75.0,57.0,32.0,29.0,2.0,10.0,75.0,57.0,32.0,29.0,2.0,10.0,75.0
27-05-2023,98.0,78.0,41.0,30.0,2.0,9.0,98.0,78.0,41.0,30.0,2.0,9.0,98.0
28-05-2023,135.0,85.0,30.0,27.0,3.0,9.0,135.0,85.0,30.0,27.0,3.0,9.0,135.0
29-05-2023,118.0,68.0,29.0,27.0,2.0,8.0,118.0,68.0,29.0,27.0,2.0,8.0,118.0
30-05-2023,118.0,51.0,28.0,25.0,2.0,8.0,118.0,51.0,28.0,25.0,2.0,8.0,118.0
31-05-2023,84.0,68.0,35.0,24.0,2.0,7.0,84.0,68.0,35.0,24.0,2.0,7.0,84.0
01-06-2023,116.0,73.0,45.0,24.0,3.0,7.0,116.0,73.0,45.0,24.0,3.0,7.0,116.0
02-06-2023,110.0,71.0,44.0,24.0,4.0,8.0,110.0,71.0,44.0,24.0,4.0,8.0,110.0
03-06-2023,115.0,111.0,71.0,27.0,4.0,8.0,115.0,111.0,71.0,27.0,4.0,8.0,115.0
04-06-2023,161.0,73.0,59.0,21.0,4.0,8.0,161.0,73.0,59.0,21.0,4.0,8.0,161.0
05-06-2023,131.0,98.0,63.0,24.0,1.0,7.0,131.0,98.0,63.0,24.0,1.0,7.0,131.0
06-06-2023,119.0,223.0,49.0,23.0,1.0,8.0,119.0,223.0,49.0,23.0,1.0,8.0,223.0
07-06-2023,163.0,100.0,37.0,26.0,2.0,9.0,163.0,100.0,37.0,26.0,2.0,9.0,163.0
08-06-2023,129.0,95.0,40.0,23.0,2.0,7.0,129.0,95.0,40.0,23.0,2.0,7.0,129.0
09-06-2023,103.0,96.0,34.0,22.0,2.0,7.0,103.0,96.0,34.0,22.0,2.0,7.0,103.0
10-06-2023,92.0,97.0,46.0,22.0,2.0,7.0,92.0,97.0,46.0,22.0,2.0,7.0,97.0
11-06-2023,123.0,115.0,47.0,22.0,2.0,8.0,123.0,115.0,47.0,22.0,2.0,8.0,123.0
12-06-2023,150.0,151.0,25.0,20.0,1.0,6.0,150.0,151.0,25.0,20.0,1.0,6.0,151.0
13-06-2023,165.0,143.0,35.0,19.0,2.0,6.0,165.0,143.0,35.0,19.0,2.0,6.0,165.0
14-06-2023,161.0,96.0,34.0,20.0,1.0,7.0,161.0,96.0,34.0,20.0,1.0,7.0,161.0
15-06-2023,129.0,78.0,32.0,20.0,3.0,8.0,129.0,78.0,32.0,20.0,3.0,8.0,129.0
16-06-2023,113.0,71.0,28.0,20.0,5.0,8.0,113.0,71.0,28.0,20.0,5.0,8.0,113.0
17-06-2023,57.0,95.0,36.0,20.0,5.0,7.0,57.0,95.0,36.0,20.0,5.0,7.0,95.0
18-06-2023,54.0,55.0,13.0,18.0,5.0,8.0,54.0,55.0,13.0,18.0,5.0,8.0,55.0
19-06-2023,40.0,74.0,30.0,20.0,5.0,8.0,40.0,74.0,30.0,20.0,5.0,8.0,74.0
20-06-2023,64.0,76.0,35.0,20.0,3.0,8.0,64.0,76.0,35.0,20.0,3.0,8.0,76.0
21-06-2023,60.0,72.0,10.0,20.0,4.0,10.0,60.0,72.0,10.0,20.0,4.0,10.0,72.0
22-06-2023,60.0,93.0,25.0,19.0,4.0,8.0,60.0,93.0,25.0,19.0,4.0,8.0,93.0
23-06-2023,75.0,93.0,58.0,21.0,3.0,9.0,75.0,93.0,58.0,21.0,3.0,9.0,93.0
24-06-2023,81.0,45.0,21.0,18.0,2.0,8.0,81.0,45.0,21.0,18.0,2.0,8.0,81.0
25-06-2023,46.0,68.0,27.0,19.0,3.0,8.0,46.0,68.0,27.0,19.0,3.0,8.0,68.0
26-06-2023,57.0,64.0,21.0,19.0,3.0,9.0,57.0,64.0,21.0,19.0,3.0,9.0,64.0
27-06-2023,53.0,64.0,34.0,18.0,3.0,8.0,53.0,64.0,34.0,18.0,3.0,8.0,64.0
28-06-2023,49.0,71.0,34.0,18.0,4.0,8.0,49.0,71.0,34.0,18.0,4.0,8.0,71.0
29-06-2023,66.0,45.0,54.0,18.0,3.0,8.0,66.0,45.0,54.0,18.0,3.0,8.0,66.0
30-06-2023,35.0,49.0,41.0,18.0,8.0,7.0,35.0,49.0,41.0,18.0,8.0,7.0,49.0
01-07-2023,41.0,51.0,20.0,18.0,8.0,7.0,41.0,51.0,20.0,18.0,8.0,7.0,51.0
02-07-2023,52.0,101.0,24.0,19.0,4.0,8.0,52.0,101.0,24.0,19.0,4.0,8.0,101.0
03-07-2023,146.0,81.0,19.0,25.0,6.0,8.0,146.0,81.0,19.0,25.0,6.0,8.0,146.0
04-07-2023,119.0,65.0,21.0,22.0,6.0,8.0,119.0,65.0,21.0,22.0,6.0,8.0,119.0
05-07-2023,100.0,50.0,19.0,22.0,4.0,7.0,100.0,50.0,19.0,22.0,4.0,7.0,100.0
06-07-2023,84.0,50.0,13.0,22.0,3.0,8.0,84.0,50.0,13.0,22.0,3.0,8.0,84.0
07-07-2023,90.0,43.0,17.0,20.0,4.0,8.0,90.0,43.0,17.0,20.0,4.0,8.0,90.0
08-07-2023,104.0,40.0,7.0,17.0,5.0,7.0,104.0,40.0,7.0,17.0,5.0,7.0,104.0
09-07-2023,92.0,37.0,5.0,19.0,2.0,9.0,92.0,37.0,5.0,19.0,2.0,9.0,92.0
10-07-2023,59.0,58.0,17.0,19.0,3.0,8.0,59.0,58.0,17.0,19.0,3.0,8.0,59.0
11-07-2023,97.0,54.0,58.0,19.0,3.0,8.0,97.0,54.0,58.0,19.0,3.0,8.0,97.0
12-07-2023,98.0,61.0,24.0,20.0,3.0,7.0,98.0,61.0,24.0,20.0,3.0,7.0,98.0
13-07-2023,110.0,63.5,17.0,20.5,3.5,7.0,110.0,63.5,17.0,20.5,3.5,7.0,110.0
20-07-2023,107.5,66.0,10.0,21.0,4.0,7.0,107.5,66.0,10.0,21.0,4.0,7.0,107.5
21-07-2023,105.0,63.0,10.0,19.0,5.0,7.0,105.0,63.0,10.0,19.0,5.0,7.0,105.0
22-07-2023,98.0,52.0,13.0,19.0,5.0,7.0,98.0,52.0,13.0,19.0,5.0,7.0,98.0
23-07-2023,80.0,54.0,10.0,20.0,5.0,7.0,80.0,54.0,10.0,20.0,5.0,7.0,80.0
24-07-2023,82.0,64.0,10.0,22.0,6.0,9.0,82.0,64.0,10.0,22.0,6.0,9.0,82.0
25-07-2023,118.0,47.0,13.0,21.0,4.0,8.0,118.0,47.0,13.0,21.0,4.0,8.0,118.0
26-07-2023,80.0,60.0,47.0,21.0,5.0,8.0,80.0,60.0,47.0,21.0,5.0,8.0,80.0
27-07-2023,97.0,53.0,36.0,19.0,3.0,8.0,97.0,53.0,36.0,19.0,3.0,8.0,97.0
28-07-2023,86.0,41.0,9.0,16.0,4.0,7.0,86.0,41.0,9.0,16.0,4.0,7.0,86.0
29-07-2023,42.0,42.0,16.0,17.0,3.0,7.0,42.0,42.0,16.0,17.0,3.0,7.0,42.0
30-07-2023,78.0,64.0,21.0,16.0,3.0,8.0,78.0,64.0,21.0,16.0,3.0,8.0,78.0
31-07-2023,118.0,61.0,20.0,15.0,1.0,8.0,118.0,61.0,20.0,15.0,1.0,8.0,118.0
01-08-2023,97.0,66.0,12.0,14.0,2.0,7.0,97.0,66.0,12.0,14.0,2.0,7.0,97.0
02-08-2023,109.0,60.0,12.0,13.0,4.0,6.0,109.0,60.0,12.0,13.0,4.0,6.0,109.0
03-08-2023,98.0,70.0,16.0,15.0,6.0,7.0,98.0,70.0,16.0,15.0,6.0,7.0,98.0
04-08-2023,110.0,53.0,14.0,15.0,5.0,9.0,110.0,53.0,14.0,15.0,5.0,9.0,110.0
05-08-2023,94.0,65.0,9.0,14.0,6.0,7.0,94.0,65.0,9.0,14.0,6.0,7.0,94.0
06-08-2023,77.0,74.0,9.0,13.0,4.0,7.0,77.0,74.0,9.0,13.0,4.0,7.0,77.0
07-08-2023,80.0,85.0,9.0,15.0,4.0,6.0,80.0,85.0,9.0,15.0,4.0,6.0,85.0
08-08-2023,81.0,83.0,9.0,15.0,5.0,6.0,81.0,83.0,9.0,15.0,5.0,6.0,83.0
09-08-2023,84.0,91.0,9.0,17.0,4.0,8.0,84.0,91.0,9.0,17.0,4.0,8.0,91.0
10-08-2023,126.0,90.0,14.0,17.0,4.0,6.0,126.0,90.0,14.0,17.0,4.0,6.0,126.0
11-08-2023,130.0,88.0,14.0,17.0,4.0,6.0,130.0,88.0,14.0,17.0,4.0,6.0,130.0
12-08-2023,100.0,74.0,13.0,18.0,4.0,7.0,100.0,74.0,13.0,18.0,4.0,7.0,100.0
